a	b	n_two_tile	beta_bij	s_perm	overshoot_id	gauss_lgA_err	gauss_lgB_err	gauss_dA_err	gauss_dB_err	telescope_lg_err	telescope_psi_err	beta_duality_pw	beta_duality_sum_err	sum_pcl	delta_target	identity_err	certified
13	15	12	true	true	true	1.776357e-15	0.000000e0	1.421085e-13	1.634248e-13	1.776357e-15	3.552714e-15	true	2.775558e-17	-2.560008590856434e-2	-2.560008590856432e-2	1.734723e-17	true
14	15	13	true	true	true	1.776357e-15	0.000000e0	1.563194e-13	1.634248e-13	1.776357e-15	7.105427e-15	true	6.938894e-18	-2.698856288591399e-2	-2.698856288591388e-2	1.144917e-16	true
3	16	2	true	true	true	4.440892e-16	0.000000e0	2.398082e-14	1.705303e-13	0.000000e0	1.776357e-15	true	3.469447e-17	-6.236844918547573e-3	-6.236844918546050e-3	1.523087e-15	true
5	16	4	true	true	true	4.440892e-16	0.000000e0	4.618528e-14	1.705303e-13	4.440892e-16	1.776357e-15	true	2.775558e-17	-1.096439058249248e-2	-1.096439058249176e-2	7.199102e-16	true
7	16	6	true	true	true	8.881784e-16	0.000000e0	7.105427e-14	1.705303e-13	0.000000e0	3.552714e-15	true	2.775558e-17	-1.404979436259075e-2	-1.404979436259025e-2	4.996004e-16	true
9	16	8	true	true	true	1.776357e-15	0.000000e0	9.237056e-14	1.705303e-13	8.881784e-16	3.552714e-15	true	0.000000e0	-1.330612543097162e-2	-1.330612543097132e-2	2.983724e-16	true
11	16	10	true	true	true	3.552714e-15	0.000000e0	1.136868e-13	1.705303e-13	1.776357e-15	3.552714e-15	true	1.387779e-17	-1.809393262425858e-2	-1.809393262425841e-2	1.700029e-16	true
13	16	12	true	true	true	1.776357e-15	0.000000e0	1.421085e-13	1.705303e-13	1.776357e-15	1.421085e-14	true	1.387779e-17	-2.260844355731748e-2	-2.260844355731745e-2	2.775558e-17	true
15	16	14	true	true	true	0.000000e0	0.000000e0	1.634248e-13	1.705303e-13	1.776357e-15	7.105427e-15	true	6.938894e-18	-2.538721191584303e-2	-2.538721191584297e-2	5.551115e-17	true
2	17	1	true	true	true	1.110223e-16	3.552714e-15	1.065814e-14	1.989520e-13	2.220446e-16	8.881784e-16	true	0.000000e0	-3.033270168872143e-3	-3.033270168869728e-3	2.414735e-15	true
3	17	2	true	true	true	4.440892e-16	3.552714e-15	2.398082e-14	1.989520e-13	8.881784e-16	2.664535e-15	true	2.775558e-17	-4.549111288386018e-3	-4.549111288384387e-3	1.630640e-15	true
4	17	3	true	true	true	4.440892e-16	3.552714e-15	3.463896e-14	1.989520e-13	4.440892e-16	3.552714e-15	true	6.938894e-18	-7.797379224554183e-3	-7.797379224553092e-3	1.091141e-15	true
5	17	4	true	true	true	4.440892e-16	3.552714e-15	4.618528e-14	1.989520e-13	8.881784e-16	1.776357e-15	true	3.469447e-17	-8.892543556636106e-3	-8.892543556635331e-3	7.754214e-16	true
6	17	5	true	true	true	4.440892e-16	3.552714e-15	5.684342e-14	1.989520e-13	0.000000e0	5.329071e-15	true	5.551115e-17	-6.965303746528722e-3	-6.965303746528144e-3	5.776629e-16	true
7	17	6	true	true	true	8.881784e-16	3.552714e-15	7.105427e-14	1.989520e-13	8.881784e-16	5.329071e-15	true	2.775558e-17	-1.165059449648039e-2	-1.165059449647985e-2	5.342948e-16	true
8	17	7	true	true	true	8.881784e-16	3.552714e-15	8.881784e-14	1.989520e-13	2.664535e-15	1.065814e-14	true	0.000000e0	-1.488761996337872e-2	-1.488761996337838e-2	3.365364e-16	true
9	17	8	true	true	true	1.776357e-15	3.552714e-15	9.237056e-14	1.989520e-13	1.776357e-15	7.105427e-15	true	0.000000e0	-8.331211442656373e-3	-8.331211442656038e-3	3.348016e-16	true
